Q9696,https://en.wikipedia.org/wiki/John_F._Kennedy,4,3,0.225209,"Beginning in January 1945 , Kennedy spent [three] more months recovering from his back injury at Castle Hot Springs , a resort and temporary military hospital in Arizona ."
Q295093,https://en.wikipedia.org/wiki/Claude_Lelouch,7,0,0.0,""
Q105487,https://en.wikipedia.org/wiki/Maurice_Jarre,3,4,0.272955,"He also won [four] Golden Globes , two BAFTA Awards , and a Grammy Award ."
Q7742,https://en.wikipedia.org/wiki/Louis_XIV_of_France,19,3,0.474746,"During Louis ' reign , France was the leading European power , and it fought [three] major wars : the Franco-Dutch War , the War of the League of Augsburg , and the War of the Spanish Succession ."
Q312325,https://en.wikipedia.org/wiki/Ferdinand_I_of_the_Two_Sicilies,17,0,0.0,""
Q3736361,https://en.wikipedia.org/wiki/Ezio_Carabella,1,0,0.0,""
Q35041,https://en.wikipedia.org/wiki/William_McKinley,2,2,0.251157,"The wealthy Vice President leased a residence close to the White House ; the [two] families visited each other without formality , and the Vice President 's wife , Jennie_Tuttle_Hobart , sometimes substituted as Executive Mansion hostess when Ida_McKinley was unwell ."
Q61046,https://en.wikipedia.org/wiki/Richard_Courant,4,4,0.182895,"Richard and Nerina had [four] children : Ernest , a particle physicist and innovator in particle accelerators ; Gertrude -LRB- 1922-2014 -RRB- , a PhD biologist and wife of the mathematician Jürgen_Moser -LRB- 1928 -- 1999 -RRB- ; Hans , a physicist who participated in the Manhattan Project ; and Leonore -LRB- known as `` Lori , '' 1928-2015 -RRB- , a professional violist and wife of the mathematician Jerome_Berkowitz -LRB- 1928 -- 1998 -RRB- ."
Q535127,https://en.wikipedia.org/wiki/Pierre_Jolivet,1,0,0.0,""
Q569505,https://en.wikipedia.org/wiki/R._B._Kitaj,3,13,0.21259,"R.B._Kitag at the Vitro Nasu Blog Archive includes links to A Day Book -LRB- Text by Robert_Creeley with [13] ` graphics ' by R B Kitaj -RRB- ; Renewal and Resistance -LRB- David_Cohen in conversation with R.B._KITAJ in Los Angeles -RRB- & A Coney Island of the Mind by Lawrence_Ferlinghetti , with art by R._B._Kitaj"
Q237761,https://en.wikipedia.org/wiki/Landgravine_Elisabeth_Amalie_of_Hesse-Darmstadt,11,0,0.0,""
Q9889,https://en.wikipedia.org/wiki/Emperor_Xizong_of_Tang,4,0,0.0,""
Q72141,https://en.wikipedia.org/wiki/Friedrich_Delitzsch,1,0,0.0,""
Q133040,https://en.wikipedia.org/wiki/Alberto_Fujimori,4,2,0.192459,"The treaty allowed the [two] countries to obtain international funds for developing the border region ."
Q1386330,https://en.wikipedia.org/wiki/Ramesh_Sippy,2,0,0.0,""
Q49492,https://en.wikipedia.org/wiki/Michael_Chekhov,1,0,0.0,""
Q152503,https://en.wikipedia.org/wiki/Mikhail_Khodorkovsky,4,2,0.173876,"`` Ten people affiliated with Yukos , including [two] lawyers , had already been arrested ."
Q202537,https://en.wikipedia.org/wiki/Arkady_Gaidar,1,4,0.17622,"Arkady was the first of the couple 's [four] children ; his three sisters were Natalya , Olga and Yekaterina ."
Q42891,https://en.wikipedia.org/wiki/Krishna,1,16000,0.438362,"Krishna subsequently married [16,000] or 16,100 maidens who were held captive by the demon Narakasura , to save their honour ."
Q230045,https://en.wikipedia.org/wiki/Tiffani_Thiessen,2,2,0.159659,"She married actor Brady_Smith on July 9 , 2005 , and they have [two] children : daughter Harper -LRB- born 2010 -RRB- and son Holt -LRB- born 2015 -RRB- ."
Q60610,https://en.wikipedia.org/wiki/Prince_Adalbert_of_Bavaria_(1828–1875),5,5,0.159649,"They had [five] children :"
Q71633,https://en.wikipedia.org/wiki/Hanna_Neumann,5,5,0.172952,"Four of her [five] children became mathematicians including Peter_M._Neumann ."
Q435755,https://en.wikipedia.org/wiki/Tudor_Arghezi,3,5,0.10492,"In 1904 , he and Vasile_Demetrius published their own magazine , Linia_Dreaptă , which ceased to exist after only [five] issues ."
Q3806921,https://en.wikipedia.org/wiki/Jan_Philip_van_Thielen,9,0,0.0,""
Q455766,https://en.wikipedia.org/wiki/Johann_Rudolf_Zumsteeg,7,0,0.0,""
Q469701,https://en.wikipedia.org/wiki/Livia,2,2,0.158272,"After the [two] elder sons of Julia by Marcus_Vipsanius_Agrippa , whom Augustus had adopted as sons and successors , had died , the one remaining son Agrippa_Postumus was adopted at the same time as Tiberius , but later Agrippa_Postumus was sent to an island and finally killed ."
Q237358,https://en.wikipedia.org/wiki/Infanta_Maria_Theresa_of_Portugal,2,0,0.0,""
Q10501,https://en.wikipedia.org/wiki/Nigel_Mansell,3,42,0.288911,"He entered [42] races the following year and won 33 to become the 1977 British Formula Ford champion , despite suffering a broken neck in a qualifying session at Brands Hatch ."
Q62317,https://en.wikipedia.org/wiki/Gottfried_Kirch,2,2,0.206483,"Since 1700 , [two] calendar variants were in force in the German Reich : the Gregorian Calendar in the catholic , the Verbesserter Reichskalender -LRB- improved Reich calendar -RRB- in the Protestant regions , however the latter differed from the former solely in respect of calculation of the date of Easter ."
Q7183431,https://en.wikipedia.org/wiki/Philip_Dawe,6,6,0.107686,"He was married to Jane and they had [6] children , 3 of whom also became artists : George_Dawe , Henry_Edward_Dawe and James_Philip_Dawe ."
Q235250,https://en.wikipedia.org/wiki/Æthelflæd,1,2,0.432931,"Thereafter the [two] kingdoms became allies , which was to be an important factor in English resistance to the Vikings ."
Q517791,https://en.wikipedia.org/wiki/Margaret_Roper,5,5,0.159651,"They had [five] children : Elizabeth -LRB- 1523 -- 60 -RRB- , Margaret -LRB- 1526 -- 88 -RRB- , Thomas -LRB- 1533 -- 98 -RRB- , Mary -LRB- d. 1572 -RRB- , and Anthony -LRB- 1544 -- 1597 -RRB- ."
Q564282,https://en.wikipedia.org/wiki/King_Huiwen_of_Qin,11,0,0.0,""
Q3194080,https://en.wikipedia.org/wiki/Kathleen_Lockhart,1,0,0.0,""
Q85145,https://en.wikipedia.org/wiki/Rudolph_Schildkraut,1,0,0.0,""
Q115643,https://en.wikipedia.org/wiki/Émil_Goeldi,1,0,0.0,""
Q259703,https://en.wikipedia.org/wiki/Amy_Yasbeck,1,0,0.0,""
Q438195,https://en.wikipedia.org/wiki/Emil_Viklický,1,0,0.0,""
Q527146,https://en.wikipedia.org/wiki/Margaret_Forster,3,3,0.434897,"Forster wrote prolifically during the 1960s and 1970s , while bringing up [three] young children , but she later criticised many of her early novels as `` skittery '' , feeling that she had not found her voice until her 1974 novel , The Seduction of Mrs Pendlebury ."
Q647445,https://en.wikipedia.org/wiki/Hugues_Panassié,1,0,0.0,""
Q4718348,https://en.wikipedia.org/wiki/Alexander_Bening,2,2,0.260009,"Bening had [two] sons : Simon_Bening , who was trained in his father 's craft , and Paul_Bening , whose profession is unknown ."
Q1729384,https://en.wikipedia.org/wiki/K._Asif,6,0,0.0,""
Q1872168,https://en.wikipedia.org/wiki/Louise_Juliane_of_Erbach,6,1,0.370341,"The rights of her daughters were recognized and , with Swedish assistance , [one] part of the county after the other was returned to her ."
Q2058876,https://en.wikipedia.org/wiki/Yuya_Uchida_(entertainer),1,0,0.0,""
Q2246813,https://en.wikipedia.org/wiki/Princess_Elisabeth_of_Luxembourg_(1901–1950),2,3,0.147835,"Elisabeth and Ludwig had two children , five grandchildren , sixteen great-grandchildren and [three] great-great-grandchildren :"
Q285549,https://en.wikipedia.org/wiki/Bianca_Jagger,1,2,0.139987,"Jagger has [two] granddaughters from her daughter Jade , Assisi_Lola -LRB- born in 1992 -RRB- and Amba_Isis -LRB- born in 1996 -RRB- and a grandson born in 2014 ."
Q1147417,https://en.wikipedia.org/wiki/Simonetta_Stefanelli,3,3,0.143729,"They had [three] children together , including actress Violante_Placido , and they divorced in 1994 ."
Q1442192,https://en.wikipedia.org/wiki/Paquirri,3,2,0.149156,"He was first married to Carmen_Ordóñez , with whom he had [two] sons , Cayetano_Rivera_Ordóñez and Francisco_Rivera_Ordóñez ."
Q7492,https://en.wikipedia.org/wiki/Emperor_Xiaozong_of_Song,5,0,0.0,""
Q503850,https://en.wikipedia.org/wiki/Kamal_Jumblatt,1,0,0.0,""
Q7183734,https://en.wikipedia.org/wiki/Philip_Hinchcliffe,1,0,0.0,""
Q469830,https://en.wikipedia.org/wiki/Gertrude_of_Sulzbach,2,2,0.318187,"The matrimonial alliance between the House of Hohenstaufen and the Counts of Sulzbach led to close relations between the [two] families ; when in Gertrude 's brother Count_Gebhard_III died , the line became extinct , leaving the Hohenstaufen emperor Frederick_I_Barbarossa_-LRB-_Gertrude 's nephew by marriage -RRB- as his sole heir ."
Q67413,https://en.wikipedia.org/wiki/Eduard_Joseph_d'Alton,1,0,0.0,""
Q463940,https://en.wikipedia.org/wiki/Nakayama_Yoshiko,1,0,0.0,""
Q1738852,https://en.wikipedia.org/wiki/Kenneth_Cope,3,3,0.285782,"In 1975 -- 76 he wrote [three] series of the BBC children 's television series Striker , starring the young Kevin_Moreton and inspired by the local youth football team in the village of Islip , Oxfordshire , where the Cope family was then living ."
Q2230153,https://en.wikipedia.org/wiki/Princess_Catherine_of_Württemberg,1,2,0.165666,"Her [two] siblings were Charles I of Württemberg and Augusta , Princess of Saxe-Weimar-Eisenach ."
Q3144895,https://en.wikipedia.org/wiki/Hélène_van_Zuylen,2,2,0.145954,"They had [two] sons ."
Q392653,https://en.wikipedia.org/wiki/Isaac_Komnenos_(son_of_Alexios_I),4,0,0.0,""
Q1380645,https://en.wikipedia.org/wiki/Pyotr_Andreyevich_Tolstoy,2,2,0.202966,"His wife was Solomonic Timofeevna_Dubrovskaya born 1660 and died 1722 ; he had [two] sons with her , Ivan -LRB- born 1685 -RRB- and Peter -LRB- born 1680 -RRB- ."
Q3508117,https://en.wikipedia.org/wiki/Dana_Medřická,1,0,0.0,""
Q263949,https://en.wikipedia.org/wiki/Natalie_of_Serbia,2,1,0.26974,"She had two sisters and [one] brother :"
Q3161760,https://en.wikipedia.org/wiki/Jan_Stenbeck,4,0,0.0,""
Q4347931,https://en.wikipedia.org/wiki/Signe_Hammarsten-Jansson,3,3,0.145106,"The couple had [three] children in total : Tove_Jansson , Lars_Jansson and Per Olov_Jansson ."
Q5515663,https://en.wikipedia.org/wiki/Gabriel_Gustafsson_Oxenstierna,7,0,0.0,""
Q272321,https://en.wikipedia.org/wiki/He_Zizhen,6,3,0.11965,"He Zizhen had [three] daughters and three sons with Mao_Zedong , but except for their daughter , Li_Min , all of them either died young or were separated from the family ."
Q2594607,https://en.wikipedia.org/wiki/Rogvolod_Vseslavich,3,2,0.327535,"Some historians , including Mikhail_Pogodin , believe that Rogvolod-Boris are [two] different princes ."
Q3487816,https://en.wikipedia.org/wiki/Kunigunde_of_Poland,5,1,0.204582,"The marriage produced [one] son , Mieszko -LRB- b. ca. 1330 - d. 1350 -RRB- ."
Q453505,https://en.wikipedia.org/wiki/Kenwa_Mabuni,2,2,0.235551,"Although he remained true to the teachings of these [two] great masters , Mabuni sought instruction from a number of other teachers ; including Seishō_Aragaki , Tawada_Shimboku , Sueyoshi_Jino and Wu_Xianhui -LRB- a Chinese master known as Go-Kenki -RRB- ."
